Gene	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S20
AGBL5	9.9775095	7.1817994	7.548396	8.491948	10.530723	8.9293785	9.583679	12.776496	11.793824	7.3998475	10.17815	12.049422	9.85724	7.9468555	12.81689	10.278676	8.414257	9.891227	6.2816997	13.331463
AGER	1.8533918	0.7745713	2.3459387	3.158621	2.2462606	2.1759665	1.0588722	1.3827206	4.2987986	2.5989757	1.3382479	2.305542	1.0501648	0.821179	1.7245152	1.9545856	0.46777633	1.2353692	0.8191053	2.670362
AGFG1	28.36193	26.112123	26.034882	22.242409	26.972717	30.033182	28.365484	34.5253	28.26827	21.132597	28.375648	32.58222	30.59583	28.620308	22.547878	32.802464	26.158995	29.781483	39.3815	29.73044
AGFG2	22.179298	18.671284	23.682314	23.967165	20.395416	30.26123	15.183157	31.468817	31.560282	23.091763	24.261917	32.016144	23.3925	34.24908	25.70727	33.932587	31.438356	34.955444	33.468468	26.294222
AGGF1	10.671756	8.84227	7.4430494	7.2692494	9.197729	9.17885	6.2056994	11.208901	11.252601	7.850299	9.94029	10.176101	10.218266	10.965189	10.563699	12.024301	9.848889	10.420401	10.050886	10.536799
AGK	9.112794	7.1894073	6.3388424	5.6282325	7.4197745	5.94667	5.6402597	6.8581495	7.8224998	4.9038525	7.437123	7.7407193	6.6119223	8.352589	9.084436	9.591106	6.4646974	9.126325	7.7477455	8.066483
AGL	8.103094	7.5436435	6.349457	5.6475444	8.004401	9.234497	6.172338	9.550209	9.490497	7.0112114	7.1528106	7.7044554	6.082348	7.91806	8.646532	6.8277183	7.0108547	9.086324	8.4443865	7.92035
AGMAT	7.535379	6.268169	4.24021	6.85308	3.09685	8.749511	4.9941406	8.852991	9.222569	6.8198404	10.180699	6.6445193	8.15096	8.713401	5.9482102	13.4032	6.917109	8.67432	14.361901	5.8911095
AGO1	5.1231194	4.078856	4.6766706	3.8149612	5.0763626	4.09129	4.8199906	6.0843406	5.893495	2.5937324	4.7950945	5.72897	5.46489	4.5514793	5.4322696	4.451475	4.966104	5.8693433	4.6916857	4.3079076
AGO2	4.13942	4.026036	3.243454	2.7112513	3.6155522	3.3334932	5.6747923	4.459511	3.5960896	2.3670506	3.265229	3.5346785	3.364163	2.7936008	4.320294	4.3655763	2.4340003	3.40183	4.574223	3.6393428
AGO3	2.194864	1.487847	1.963803	1.41197	1.202241	1.8777575	1.356333	2.2855692	2.049824	1.0721605	1.7138329	2.5162015	1.668832	1.7066634	1.852869	1.944777	1.6888587	1.8728337	1.8448968	2.0088072
AGO4	5.633399	3.032756	4.234517	4.837333	5.6468406	2.725869	4.1749387	5.202799	6.303909	3.620566	5.8710494	5.6551137	3.760327	3.0154812	4.102	2.939845	2.832433	3.90268	2.5757847	4.5819426
AGPAT1	28.655178	25.354229	29.43687	28.335546	30.212332	33.324287	31.36044	35.505146	34.800316	31.661837	29.568932	33.04334	45.460907	40.105785	31.52196	35.609142	31.134054	37.198833	33.113987	30.888021
AGPAT2	62.871788	60.57263	110.79991	82.72545	60.537727	136.74461	72.99016	121.090225	128.11365	98.54942	98.05161	99.48739	154.78468	169.41154	126.93428	147.48174	171.72087	98.464966	132.91472	109.27038
AGPAT3	32.387516	30.688398	32.689156	29.725056	32.29328	35.084732	27.63201	47.481873	42.37627	32.336987	40.48145	37.973312	43.7084	38.501797	34.141045	33.68318	41.4728	34.016468	40.287	37.696125
AGPAT4	1.457587	0.5159886	1.753928	0.6185717	1.0427872	1.023012	1.019911	0.5589356	0.5833286	3.7110229	0.37314	0.5648051	0.7443487	1.928309	1.559293	2.661585	0.604977	1.2981701	0.09032011	0.781192
AGPAT5	17.453465	14.567277	13.935262	12.080826	13.327209	18.014668	14.432005	18.036808	14.841207	11.995962	14.296846	16.295218	15.923777	16.730717	17.884298	19.349876	13.600003	17.630754	26.658068	18.572487
AGPS	14.852137	12.486402	9.655689	8.170839	10.542747	16.410997	11.150611	15.831101	15.280087	10.641636	12.120799	12.78144	12.718944	15.876301	14.317798	16.377268	11.626384	15.484903	20.282398	12.501501
AGR2	1390.308	1836.8651	895.7294	883.83655	770.3589	1979.832	996.0685	844.62103	1962.0338	1064.4503	1147.8123	1252.8115	1317.6987	2444.4058	1219.4639	2314.6917	1158.3729	1182.1288	3321.9353	930.9706
AGR3	165.70132	168.48894	109.29274	136.86734	132.19179	204.35428	199.84569	290.86194	291.0366	237.97972	297.30685	252.57407	235.26709	336.57693	265.69003	274.14548	175.91074	303.24136	388.956	270.53098
AGRN	13.035218	12.872611	11.317467	14.747682	11.196969	14.859731	11.2034	12.148949	15.42512	12.604953	8.971504	8.622188	12.209871	14.42851	13.296127	8.507585	11.629531	10.342511	8.52596	11.954154
AGTPBP1	3.683032	3.1420257	2.205605	2.695939	2.843097	2.9236202	2.3566058	3.9804628	3.2461782	2.152762	3.797064	3.4628103	2.992377	2.6381423	3.394303	4.008134	2.3694968	3.2868047	2.68264	3.4547293
AGTRAP	12.30944	9.183502	9.217173	7.724623	12.149433	12.552508	11.960993	9.758604	11.853596	7.368951	13.063292	11.185948	9.469051	14.059462	11.665717	15.611827	9.073136	11.688296	7.1495714	10.324887
AGT	4.8452	3.06381	2.02955	1.7492301	2.09705	1.9215301	2.45885	0.500097	0.787698	0.287999	0.541942	0.57173	0.116407	0.375815	1.15697	2.37066	0.797321	0.445535	0.561421	1.07579
AGXT	1.401553	0.351852	1.1138959	0.8567905	0.41362798	1.206235	0.473852	0.4901413	3.236495	1.622918	0.829114	0.770934	1.990641	2.7112672	1.818829	0.841279	1.076896	1.9723979	1.323859	0.93625
AHCTF1	12.08322	8.641047	10.913858	7.3121157	8.606217	7.732611	9.869284	9.9867	10.252189	6.3694954	6.2655187	8.414084	9.696907	7.4970756	9.377047	7.934961	8.033418	10.08787	8.110534	9.854426
AHCYL1	38.73535	37.921375	31.15389	27.791388	35.317974	38.22823	27.677528	41.467796	42.508472	30.850761	36.511692	36.52445	35.704624	42.5661	42.334988	42.695843	33.24198	39.246803	41.353374	37.73408
AHCYL2	190.74608	136.16287	143.71368	136.33502	139.81123	162.22751	107.89818	225.86417	228.1786	192.76773	164.58794	153.11517	216.68912	228.53378	180.00948	207.27943	262.68298	219.05457	323.7327	168.70471
AHCY	57.343384	50.78929	42.237	44.7803	43.607853	86.402176	54.095432	65.29157	62.19509	45.732964	54.873405	61.584267	57.101353	73.250854	62.95921	100.08216	50.828804	61.907063	86.07257	58.01084
AHDC1	2.53693	2.322866	3.250503	1.869926	3.0485923	2.092175	3.3732703	2.576817	2.133628	1.903897	1.432741	2.245513	2.988979	2.753945	2.642554	1.434367	1.808047	2.646364	2.880927	2.6111052
AHI1	9.145459	6.534376	3.9332645	3.9765444	5.0447884	3.837596	4.376352	4.0949855	11.303579	5.222719	6.0856485	3.995557	4.31834	4.2472835	5.9999557	6.6520643	2.9079485	5.1108956	4.0325007	7.585181
AHNAK2	0.98406583	1.6766931	1.4044838	0.9836063	1.9138654	1.3566984	2.616686	0.47323543	0.8151233	0.36034235	0.3722742	0.3672156	0.50211304	0.4878253	2.2575943	0.21281768	0.31626543	0.901493	0.2844483	0.5953136
AHNAK	52.05567	56.875137	58.288082	40.03121	47.492985	67.24803	64.091	53.740387	53.69884	44.615177	32.393715	33.41177	30.814442	47.09521	59.300747	25.366049	46.38762	42.854824	46.80744	39.142662
AHRR	2.2485013	0.6670056	0.7619302	0.6066541	1.1327246	0.8791415	0.872768	0.5712408	0.33515	1.1867794	0.51015794	0.3961344	0.8046294	0.375957	0.9009669	0.46728337	0.5221306	0.9891351	0.405095	0.7647769
AHR	15.803958	15.4044	11.213472	10.423025	13.730846	9.569559	15.457584	16.73037	9.75825	5.390273	7.437273	13.1832285	9.087185	9.361164	9.901532	9.64853	12.256311	13.822625	10.815917	10.819482
AHSA1	110.327805	113.483574	77.5113	85.78648	98.75334	105.56925	84.12472	122.397194	107.5601	83.47138	123.88396	119.0787	141.77858	121.2176	97.01971	150.18224	97.374146	127.239944	158.42685	108.22223
AHSA2	10.84986	6.0916595	10.373247	24.913345	9.563017	4.263346	8.288658	7.6209784	20.80435	20.188725	8.673591	4.253104	3.4677238	2.707471	6.692629	5.840895	1.8294492	1.8171519	2.2545316	19.856903
AICDA	0.5124827	0.0581764	0.5030308	0.15349321	0.694492	0.08318409	0.048763204	0.244873	0.081509806	0.384051	0.080460206	1.219206	0.756057	0.36042097	0.08934748	0.5803576	0.37303078	0.048956703	1.259038	0.096040994
AIDA	25.831894	23.404633	20.401484	17.263346	23.859255	25.045858	22.420237	28.993172	23.949942	17.99032	23.200335	27.641537	26.239517	23.264929	20.571846	24.46586	18.634102	23.35578	22.735916	21.101294
AIF1L	3.6196709	2.1063828	1.7004361	1.6135585	1.58634	2.1077452	2.5649016	1.68282	1.293855	1.0159487	2.8956382	1.08922	1.563895	1.851303	2.508565	2.9120398	1.327877	1.534313	1.5110129	1.764895
AIF1	32.879128	23.977148	30.110758	25.942242	43.742924	35.065754	30.001047	33.39967	13.233667	7.9027376	20.301903	32.438404	18.950994	24.083052	19.102955	29.226517	34.620586	26.723614	15.933309	30.758018
AIFM1	28.423605	28.599222	21.567158	20.963057	20.485716	38.502254	18.723751	28.605934	33.09705	28.7764	30.940489	26.86181	30.40926	38.411003	32.146152	44.55265	30.336649	38.072994	43.62371	27.018623
AIFM2	9.064896	6.1265764	10.788574	7.37972	6.1215725	11.933992	6.2854724	8.978932	8.978376	11.0988	7.058715	6.827179	11.009659	12.547722	7.816629	10.368695	8.486164	10.179482	14.866886	7.826517
AIFM3	33.271706	18.377834	28.25877	49.019535	13.845499	42.221493	23.044613	39.71886	108.651306	54.390457	44.73321	37.036198	38.808205	43.19228	48.0828	45.385498	57.604618	44.94682	24.914515	59.918007
AIG1	16.676033	13.099866	9.877274	11.528234	14.562588	15.756204	16.386997	13.33811	15.981034	11.419631	11.6946535	14.472476	13.0209675	13.680267	17.672579	16.548153	13.243083	15.59648	13.094877	12.774125
AIM1L	3.2986984	7.5578165	9.570318	5.571849	4.4997454	6.8138337	3.912574	8.730448	13.692951	11.714629	7.371051	3.309584	7.1180787	9.837613	6.6624355	4.731406	11.536208	2.9214427	8.959326	11.326785
AIM1	17.432243	14.3699255	13.962855	18.151518	15.606943	18.609108	10.466339	26.380844	27.133493	15.011874	17.708263	23.79806	13.710806	20.898333	18.43331	25.30027	21.78645	15.885403	21.036219	17.236315
AIM2	1.6814702	0.6056845	1.48803	1.660046	2.9611418	0.8388046	1.9547614	1.018027	0.291043	0.528754	0.3614576	3.890481	1.6955955	1.44453	0.3753473	1.539075	1.588043	0.614285	2.32028	0.940546
AIMP1	32.839596	26.533691	23.843992	18.013329	23.59626	26.75856	24.322964	33.405617	28.728825	19.712622	29.219957	31.337902	32.651028	31.568232	36.3168	40.947388	23.723892	31.2107	37.616707	33.41125
AIMP2	21.579102	19.486742	17.459448	16.101454	16.436087	29.735353	17.394304	21.921906	19.252317	17.316084	21.738998	20.317074	24.938234	23.724379	20.73019	32.62901	24.0471	24.526842	26.463722	20.77867
AIP	23.351612	16.203651	23.047256	20.736784	25.93103	27.748919	21.627062	26.649345	22.814	17.971796	23.217863	29.570162	27.308594	25.150612	24.192972	26.872787	26.470213	23.529114	23.407558	22.25789
AJUBA	1.5228512	0.7178653	0.9114433	0.7437025	1.3755732	1.694572	1.6267663	0.665101	0.524084	0.668128	0.7094133	0.602194	0.9860046	0.814887	0.972637	1.251208	0.4856564	1.386181	0.743105	0.7487691
AK1	31.512365	33.907272	34.52935	58.96215	22.789875	63.465588	26.29988	32.000042	89.41227	92.3796	31.33695	25.028091	30.093267	27.338558	24.278635	28.944914	19.431751	27.095594	57.674362	68.28265
AK2	112.80666	89.3614	84.95627	87.17616	90.90463	117.68558	83.555786	123.10175	118.38836	97.79034	110.05069	112.81364	138.37415	116.82792	113.40615	143.57259	102.29362	111.201385	131.99536	120.970055
AK3	72.728874	44.15813	43.958153	38.114735	41.001167	60.632763	45.266533	64.69202	68.18842	42.106144	47.842716	56.347527	64.41135	54.731434	69.60224	69.304	55.17829	60.93208	59.33145	59.984325
AK4	11.757013	9.028297	9.787602	9.331022	5.9839053	10.217183	9.252443	9.62022	11.281624	4.602305	9.483454	10.669335	11.47998	15.293984	8.608693	8.710254	13.629714	10.838167	18.109995	11.154878
AK5	1.211701	0.7975243	1.182672	0.6321606	0.9101565	1.7000116	0.700884	0.7248814	0.660302	0.1381903	0.622858	1.042737	0.3413754	0.5392413	1.547012	0.7157182	0.3542487	0.7704085	0.862219	1.1844044
AK6	50.761383	28.03846	24.380302	20.353563	23.477236	32.96752	19.75927	30.412909	38.42181	28.850786	32.101803	33.920555	38.57839	38.66674	32.780537	45.85203	25.80423	28.449442	39.324852	40.885098
AK7	1.109187	0.9570507	0.8080407	0.6125896	1.243314	2.236058	0.6107399	1.208443	1.7697468	0.725701	0.860869	1.515985	1.116395	2.465123	1.540228	2.830502	1.2663405	0.973676	1.695774	1.199555
AK9	2.36494	2.1653905	1.8377488	2.628347	1.879488	2.614029	2.1929934	2.5024927	3.374306	2.287281	2.2585068	2.0863101	2.0416756	2.667064	2.3347	2.8891184	1.6040149	2.2058504	2.176871	3.2724628
AKAP10	9.163548	6.045379	6.6719174	5.7995524	8.124629	6.8295927	5.0636697	10.612391	9.338435	7.9114194	8.118081	9.952329	9.209698	7.056779	7.990941	9.557743	6.2454686	7.3594837	9.021317	8.126377
AKAP11	8.33427	5.7865996	6.5517993	5.5347605	6.6705394	5.47984	7.12447	7.3559794	6.3876305	3.8146	5.16656	7.197559	4.8413	4.3618	6.1935706	5.3733196	4.46706	5.9545994	5.3198104	6.4311404
AKAP12	3.47224	4.267027	2.434204	1.68683	3.135186	3.121057	4.74545	1.9645132	1.3268583	0.72937423	0.596055	1.750238	1.256248	0.800005	2.6101055	0.8437791	1.199551	1.9526142	0.7996112	1.2652822
AKAP13	20.562962	16.335133	17.89127	16.48187	19.704649	13.925071	19.03373	22.898094	19.487823	13.10117	13.437435	17.780607	13.756752	13.126057	17.655327	11.848459	19.282337	13.975694	18.808546	16.912292
AKAP17A	11.256954	7.4411626	11.361	16.2133	11.043446	8.402667	10.444179	11.297719	18.5116	15.927438	11.843439	10.746085	8.65651	8.904298	9.912122	11.842879	6.908758	7.083178	6.0993147	16.401482
AKAP1	46.442142	40.018986	40.67106	56.52464	40.3881	48.381546	33.631588	59.894722	66.17203	48.47887	60.24276	48.839863	48.000202	50.766064	57.53678	53.267624	55.245243	51.24451	50.177284	49.283817
AKAP2	14.219924	15.874105	12.488483	9.159052	14.590447	12.180952	14.623958	10.677851	9.366948	4.2070384	4.872758	11.264536	8.087606	6.399076	9.787937	6.961263	8.930465	11.304364	9.924943	5.8968573
AKAP5	4.5666943	5.0638895	3.16135	3.87701	4.1175447	4.851926	2.83073	6.9646597	7.2266297	4.9713717	5.5370493	5.02805	4.9682302	5.2094994	5.98146	6.88779	5.82018	6.776719	6.6297307	4.59373
AKAP7	18.987309	20.746696	16.6916	9.369648	22.256037	28.046394	13.810355	13.105318	31.912725	26.625864	21.2462	18.831598	12.765913	48.348377	24.798168	22.875423	30.631021	28.083683	39.960342	30.541767
AKAP8L	11.930442	7.3747387	14.401783	20.439157	14.165498	10.415654	13.546197	13.503214	25.160406	22.113121	11.124159	12.354399	8.434415	7.695636	13.283436	10.190964	7.2649393	9.545825	7.313909	20.729101
AKAP8	10.421745	7.5194163	8.219153	8.77976	8.747496	7.859452	9.241807	8.881424	12.20529	7.861699	9.378698	8.278887	6.946893	7.329622	9.931709	8.929222	6.6788907	6.920124	8.84957	11.778238
AKAP9	49.855587	46.627445	38.177345	68.34504	38.047523	51.117756	31.091131	84.62683	99.54527	62.826256	58.69947	59.15221	49.42572	59.492077	55.61909	53.15819	46.179665	58.838997	87.6969	61.17334
AKIP1	8.271708	6.0066576	6.3297415	5.9515505	7.4497957	8.615778	5.274313	8.363971	8.571627	5.514964	7.260642	10.773882	7.6537514	8.183155	8.471064	10.486855	7.1532893	7.942902	6.710476	8.805922
AKIRIN1	31.190517	25.839527	24.995611	19.582485	27.725267	25.042498	30.6373	29.979864	32.180565	28.206812	25.311853	33.785034	35.466324	31.12781	25.029978	29.817749	24.746937	32.57776	39.571236	33.514008
AKIRIN2	22.712559	18.55257	19.39928	19.412409	23.706757	21.523378	24.341846	23.014387	20.75894	17.212212	19.733757	25.813911	18.430239	26.58704	22.070618	29.283953	24.608196	24.123602	27.818123	21.90202
AKNA	13.244033	9.247994	16.74241	13.767066	17.763044	11.249592	11.158518	11.317248	13.312424	7.7541003	10.795382	18.679852	10.151948	12.46075	12.653374	13.854017	12.999349	11.093432	10.279163	10.463206
AKR1A1	94.179245	84.022736	72.73178	78.252594	89.67736	129.6719	81.41794	102.398384	108.08575	72.58299	92.43088	92.88042	108.33836	128.28589	100.763275	127.573166	97.85218	102.634445	97.15567	85.38763
AKR1B10	44.741905	38.05762	60.16253	56.04059	27.346241	86.16659	26.651142	76.6074	56.248795	57.03643	56.855553	58.832367	93.501396	78.04219	38.19354	63.74989	98.47984	55.263874	106.06379	37.971203
AKR1B15	1.1192853	0.2666505	0.866976	1.146504	0.2513621	0.9682262	0.2714941	1.4564831	0.47785357	0.911004	1.2625456	0.4744155	0.23752476	1.686517	1.221894	0.847301	1.620306	0.900704	0.17156	1.181663
AKR1B1	21.706402	12.562297	19.03344	14.748415	26.13802	27.254528	20.339071	15.642352	11.731866	8.0829525	14.61896	18.890553	13.568315	20.6726	15.841308	20.563423	15.55292	17.733871	12.610208	15.771029
AKR1C1	3.187701	3.4077919	4.9566684	2.208929	4.130805	3.3551698	16.191088	4.1334743	6.4862156	4.2558336	17.626215	2.7588115	2.2800672	3.8731408	7.650117	3.191365	2.8974986	31.606735	3.5261233	3.0177188
AKR1C2	8.454069	9.07485	15.080352	15.029379	10.755177	11.83274	8.257973	24.65179	16.237074	18.229052	6.827108	13.859322	17.392315	18.469662	15.565787	11.45864	6.8400984	24.861113	23.254873	17.906935
AKR1C3	44.68941	73.53401	44.33812	72.27363	60.800953	45.56496	85.500336	102.515785	67.61765	64.50321	87.98936	111.21921	104.0444	114.42048	83.33234	68.4667	101.79559	111.42666	110.33915	114.73059
AKR1E2	0.4769594	1.1214161	0.40060964	1.0035397	0.4898869	0.1385894	0.8007968	0.5161798	1.3221712	0.5635949	0.49036878	0.7237353	1.4773031	1.2191252	0.6045296	1.0244274	0.3723892	0.749526	0.594868	1.486862
AKR7A2	42.051834	33.062466	43.1362	34.982487	42.31343	70.73484	40.44466	49.171646	46.84347	31.477442	42.221912	46.627663	47.94068	61.756363	47.982914	50.58253	51.23613	53.57207	43.476143	42.665527
AKR7A3	18.070599	14.198299	17.337898	21.976795	12.0288	45.916805	14.4775	24.5371	14.5308	15.971199	21.720203	21.074898	27.491402	22.690296	2.21467	38.956097	23.9057	25.7587	28.324198	7.62691
AKT1S1	18.69991	18.279411	17.369267	18.806103	17.865953	28.364313	16.005194	23.258877	23.20506	20.098736	21.018768	21.407883	20.192923	23.230297	23.509314	27.841356	21.019497	23.693886	23.79213	21.097778
AKT1	55.5156	50.498657	49.157364	44.981	54.17781	53.702957	46.521046	52.38703	60.059853	49.27898	48.49052	51.370644	56.27068	60.93542	59.429012	65.906395	47.908382	61.74285	56.978397	59.148632
AKT2	32.814358	30.388302	32.695347	30.723057	41.70625	45.281227	33.770733	43.415302	45.50995	30.45086	32.717747	43.474575	40.766975	40.66701	36.74084	43.57964	34.635	34.620438	36.787926	40.227005
AKT3	4.015632	3.594966	3.0470357	1.953077	4.269242	2.8117092	4.5464134	2.0623395	1.6503738	0.8577151	0.9626651	2.4793985	2.003955	1.090516	2.580596	1.2893152	1.699655	2.246477	1.3510928	1.683342
AKTIP	14.1098585	11.471939	12.766517	13.9201145	14.7448225	14.456456	10.896079	19.191751	19.107672	12.504451	13.570391	15.455536	17.390596	19.062836	12.4118395	14.83312	16.293646	12.149977	13.261699	15.108678
AL023875.1	1.24656	1.1351	1.55981	0.30557296	1.67535	0.28235704	0.771674	1.93343	1.99823	1.43157	1.54936	1.28581	0.396851	1.31105	1.27593	0.987528	0.890474	1.56341	0.47647	2.33246
AL109927.1	0.010000001	0.010000001	1.83749	0.010000001	0.010000001	0.010000001	0.010000001	0.010000001	0.010000001	0.010000001	0.010000001	0.010000001	0.010000001	0.010000001	0.010000001	0.010000001	0.010000001	0.010000001	0.010000001	1.00952
AL133335.1	0.416477	2.10016	0.911963	0.258838	0.528225	0.939069	0.72033	0.987088	0.478697	0.935595	0.557417	1.54367	2.1077	1.3397	1.75637	0.48463398	0.681359	2.11548	0.092452005	2.13482
AL135745.1	4.4199195	3.47769	3.57392	3.91197	6.8023205	4.5080595	3.8896098	2.55836	6.292759	4.10095	5.71547	4.15198	1.85553	1.62832	3.5160403	2.21969	2.22135	1.42866	3.6885502	4.2327604
AL136097.1	6.79527	16.927902	13.211898	17.3965	13.442799	6.4292703	9.49101	12.319499	11.601099	12.131699	10.978901	11.0568	7.565209	9.37204	5.0299807	9.703811	6.49182	8.8367	5.1437893	18.920603
AL138706.2	0.010000001	0.010000001	1.75604	1.66682	3.03205	0.010000001	1.55923	3.96681	1.41626	0.010000001	0.010000001	1.6527	1.83026	0.010000001	0.010000001	0.010000001	0.010000001	0.010000001	0.010000001	0.010000001
AL365202.1	2.07277	0.422915	0.667504	0.281731	0.615265	0.311762	0.664934	0.32292798	1.48688	0.768899	1.41663	0.503875	0.30097696	0.010000001	0.31951502	0.569601	0.516021	0.663678	1.01025	1.07643
AL365273.1	0.34878603	1.7352	1.52524	0.663058	1.05769	1.01054	1.36832	0.010000001	0.662953	0.010000001	0.455561	0.92735	0.073921	2.12226	0.010000001	0.725692	1.0777	0.010000001	0.780336	0.135772
AL513523.2	2.14596	1.8763	1.8951	2.01458	2.96713	2.7252202	1.97763	0.47651502	1.93117	2.58168	2.6376	2.09421	1.83829	1.59291	3.01771	2.25937	3.1163597	1.84088	1.83182	1.03422
AL590235.1	0.535693	0.28274202	1.12414	1.15296	1.20968	0.18079302	0.807173	0.961224	0.791466	1.0748	1.38499	0.159938	0.18940298	0.21738198	1.00098	0.858406	0.285278	0.214783	0.942128	1.33737
AL591806.1	8.02193	2.78821	1.56065	0.010000001	2.59176	9.227701	3.94722	5.4549594	4.45647	0.010000001	1.41686	6.15443	0.010000001	0.010000001	3.5550299	0.010000001	0.010000001	3.0283997	0.010000001	0.010000001
AL596220.1	1.65169	0.010000001	1.65719	0.010000001	1.58863	4.6224194	1.7902	4.46782	0.010000001	7.4447494	2.64366	0.010000001	0.010000001	2.15753	0.010000001	3.9609897	0.010000001	0.010000001	0.010000001	0.010000001
AL645728.1	0.010000001	0.739062	0.010000001	0.280303	0.153677	1.58772	0.659778	0.374352	0.851865	0.010000001	0.010000001	0.088728085	0.010000001	0.395512	0.010000001	1.00503	0.43242496	0.010000001	0.351477	0.688992
ALAD	22.386568	16.067366	24.813236	26.071877	20.253292	20.209848	17.92313	36.16146	36.879974	30.057343	27.096777	21.762226	33.73782	22.060444	26.822899	26.27384	27.178614	27.991653	19.301561	27.139746
